hash;Avast;AVG;BitDefender;ESET-NOD32;FireEye;Kaspersky;McAfee;Microsoft;Symantec;TrendMicro;detections;Neural Network;Malware
e0a0aae80643ff1c4aa0d54eac654d5d;1;1;1;1;1;1;1;1;1;1;10;1;1
2d21a057732df6fea4e51ef8e41a9248;1;1;1;1;1;1;1;1;1;1;10;1;1
e57dacdc91e97c02b7476df185461f2f;1;1;1;1;1;1;1;1;1;1;10;1;1
c6206b8eacabc1dc3578cec2b91c949a;1;1;1;1;1;1;1;1;1;1;10;1;1
f66e2aff63dc5cfe21f8128a37f984bd;1;1;1;1;1;1;1;1;1;1;10;1;1
a7beb5e973fa661d6eb213931bcc65d2;1;1;1;1;1;1;1;1;1;1;10;1;1
8735fdecaf1b74839525ab1d8ca5d5a7;1;1;1;1;1;1;1;1;1;1;10;1;1
0176a34057e7db4cc4810bb8eedad9cd;1;1;1;1;1;1;1;1;1;1;10;1;1
601171cbe5411baa6f24208fd650b48d;1;1;1;1;1;1;1;1;1;1;10;1;1
194c3c8df366963430bd1eae6b185804;1;1;1;1;1;1;1;1;1;1;10;1;1
d94d1332d48398914da9f4b343c528e2;1;1;1;1;1;1;1;1;1;1;10;1;1
6a381f91caf7457c693a456290bb332a;1;1;1;1;1;1;1;1;1;1;10;1;1
ac198285c4fc9b3289e5a7b24e811205;1;1;1;1;1;1;1;1;1;1;10;1;1
2ec576903c85a3668c6de3638190fb70;1;1;1;1;1;1;1;1;1;1;10;1;1
f5667684726e15e1d971fd9fd6edafac;1;1;1;1;1;1;1;1;1;1;10;1;1
2f789773ba1a14aaeed41351f1f847b7;1;1;1;1;1;1;1;1;1;1;10;1;1
d19bb675f1556e2617e336c79369d991;0;1;1;1;1;1;1;1;1;0;8;1;1
7c96bd010e89acbdd3f8606ce25f0aea;1;1;1;1;1;1;1;1;1;1;10;1;1
fa312db59e0a012de174ed857f90b37d;1;1;1;1;1;1;1;1;1;1;10;1;1
b82caa1a58b2cab7db2b484c9ee6547e;1;1;1;1;1;1;1;1;1;1;10;0;1
98e28851d50f494054ed08feb1cc4326;1;1;1;1;1;1;1;1;1;1;10;1;1
c3eec589865de72c45fb4608e0b4736c;1;1;1;1;1;0;1;1;1;0;8;1;1
4dd6e8b706a8b9b1c9d79ae68aa2162a;1;1;1;1;0;1;1;1;1;1;9;1;1
f880bfe24416c9ba2cf23ad3c81c90c2;1;1;1;1;1;1;1;1;1;1;10;1;1
c24115637291488c8dd2fe40fab5dcd5;1;1;1;1;1;1;1;1;1;1;10;1;1
04686fa9ba01f92a3da7275b7482ce9c;1;1;1;1;1;1;1;1;1;1;10;1;1
001812d4672f4b14fc9f8d9c7a2993e5;0;0;0;1;1;1;1;1;1;0;6;1;1
7b73feb2fc03173fdf3e7345478af97c;1;1;1;1;1;1;1;1;1;1;10;1;1
381b4c883969b4529688d76ea311fd92;1;1;1;1;1;1;1;1;1;1;10;1;1
0655370878d273ca5ec456765c079fe8;1;1;1;1;1;1;1;1;1;1;10;1;1
a5db031ae31cd476ccc5478381c7b356;1;1;1;1;1;1;1;1;1;1;10;1;1
d79868aba4eaa4ff394bb07ec2785d10;1;1;1;1;1;1;1;1;1;1;10;1;1
213d1e140f17308a22a5c60dca29865b;1;1;1;1;1;1;1;1;1;1;10;1;1
e69a8eb94f65480980deaf1ff5a431a6;1;1;1;1;1;1;1;1;1;1;10;1;1
11b269a3fcb0fb384309a66abec6a724;1;1;1;1;1;1;1;1;1;1;10;1;1
4fb67120185f1f35a4ee966dd8673eb7;1;1;1;1;1;1;1;1;1;1;10;1;1
6e4f3b757ae0fcd360c90b78a28e9b52;1;1;1;1;1;1;1;1;1;1;10;1;1
faf8fa16db367aee00c9529e044207eb;1;1;1;1;1;1;1;1;1;1;10;1;1
2af9077a756600bf6ff971b864d84f4a;0;0;1;1;1;1;1;1;0;0;6;1;1
4d4c98eca32b14aeb074db34cd0881e4;0;0;0;0;0;0;0;0;0;0;0;1;0
3dfec10d4f1fe6f29a6b81c2c6501be2;1;1;1;1;1;1;1;1;1;1;10;1;1
af3a50a137967ab56f4b1982abbf88c6;1;1;1;1;1;1;1;1;1;1;10;1;1
b0b2a2cb5c962486bec09fce883b8c38;1;1;1;1;1;1;1;1;1;1;10;1;1
0546a5de3ee0d82d42e87c6032326b18;1;1;1;1;1;1;1;1;1;1;10;1;1
cb9293abf703fbc864aee58553b3e169;1;1;1;1;1;1;1;1;1;1;10;1;1
093a669a65b11c49ff04959d6eb4f2f1;1;1;1;1;1;1;1;1;1;1;10;1;1
3c0d0301f6db7f6aee371c163349838c;0;1;0;1;0;1;1;0;1;0;5;1;1
1c8f2480d5bfe4d9bbe8bc432ccc5c97;1;1;1;1;1;1;1;1;1;1;10;1;1
2a36b064aaa6bd6197ded3799e708fa6;1;1;1;1;1;1;1;1;1;1;10;1;1
9268cf2adae7afe71d418e6c31022884;1;1;1;1;1;0;1;1;1;1;9;0;1
20403e3ddd721263a1e484f776b5c2cc;1;1;1;1;1;1;1;1;1;1;10;1;1
95d3b622d696c1a31dbef624a2e47163;1;1;1;1;1;1;1;0;1;1;9;1;1
3e2f137d4c3c50b5c948ada299a19874;0;1;1;1;1;1;1;1;1;1;9;1;1
95b134e0e074680d1917dc9769f21604;1;1;1;1;1;1;1;1;1;1;10;1;1
decf95c2a49a998299af58e3611ba35d;1;1;1;1;1;1;1;1;1;1;10;1;1
b613f456425244f203571f5c7dfbc053;1;1;1;1;1;1;1;1;1;1;10;1;1
12aa6fa9aa6a381932293ea6fab98a12;1;1;1;1;1;1;1;1;1;1;10;1;1
9ddecabca1b0f6f3f73316c406ee38a0;0;0;1;1;1;1;1;1;0;1;7;1;1
62e1de2ff09af0750214638c70a1d633;1;1;1;1;1;1;1;1;1;1;10;1;1
def46fa8f7ed19921147161cb4d20164;0;1;1;1;1;1;1;1;1;1;9;1;1
992ecaa198bd84f1493c66aad56e5233;1;1;1;1;1;1;1;1;1;1;10;1;1
5ef5658813a6324dd3122a84a636f877;1;1;1;1;1;1;1;1;1;1;10;1;1
b24dc2820886e748d1619d824c898bc2;1;1;1;1;1;1;1;1;1;1;10;1;1
7aaf9f2416a96a2277f0b8ca1882b50a;1;1;1;1;1;1;1;1;1;1;10;1;1
0ba295c9b19580265e061e5febedf9f9;1;1;1;1;1;1;1;1;1;1;10;1;1
34d8364be0227837e9cd6503f426c08e;1;1;1;1;1;1;1;1;1;1;10;1;1
9e04026c162819342364cfb1212e5820;1;1;1;1;1;1;1;1;1;1;10;1;1
2346dc2f69e9b804205b16c3751a5731;1;1;1;1;1;1;1;1;1;1;10;1;1
5da19e66d3074ba6999f355bc06db682;1;1;1;1;1;1;1;1;1;1;10;1;1
be199e05a1dfb9ef1743c690070f9494;0;0;0;0;0;0;0;1;0;0;1;1;1
ab8c182c7bee19390432f606a59a28ff;1;1;1;1;1;1;1;1;1;1;10;1;1
b04f60e79b05a8604a7fd2a40b269912;1;1;1;1;1;1;1;1;1;1;10;1;1
3233e91556b5151b058bd2e0a69085b8;1;1;1;1;1;1;1;1;1;1;10;1;1
892acd5599a71dad6e0efa6a496c1b69;1;1;1;1;1;1;1;1;1;1;10;1;1
23c8c3823e2626cb1c6ff6649cb27abc;1;1;1;1;1;1;1;1;1;1;10;1;1
a60cca35e0cafdd6681655ef79bc323b;0;0;0;1;1;0;1;1;0;0;4;1;1
f1f8814239371bbaa60f2d2bced185e4;0;1;1;1;1;1;1;1;1;1;9;0;1
0b06034e28ee4e8289e987634f24c534;1;1;1;1;1;1;1;1;1;1;10;1;1
b7fe10e53b17e988979c9ce62951b633;1;1;1;1;1;1;1;1;1;1;10;1;1
082ed4a73761682f897ea1d7f4529f69;0;0;0;0;0;0;0;0;0;0;0;1;0
3e5606ac4cfc7377397427ef830512ab;1;1;1;1;1;1;1;1;1;1;10;1;1
af2a2b98d3cdf9f6f9fe651cc8d8a9b1;1;1;1;1;1;1;1;1;1;1;10;1;1
c86f2c726a8c5003717a8ec196127b25;1;1;1;1;1;1;1;1;1;1;10;1;1
2806c78c2c26ff4aac0cb1c2904e843c;1;1;1;1;1;1;1;1;1;1;10;1;1
5333e1b632ce2b66d90b8d13dc6d1f3e;1;1;1;1;1;1;1;1;1;1;10;1;1
c3782f33095e240a6c570b8d1265eaa4;1;1;1;1;1;1;1;1;1;1;10;1;1
eee51ed4cc3d02fab09ee8076e61acd3;1;1;1;1;1;1;1;1;1;1;10;1;1
086549079e1593e7975c3449820970cf;1;1;1;1;1;1;1;1;1;1;10;1;1
96b48d74275bd9d621e7b95ffee464aa;1;1;1;1;1;1;1;1;1;1;10;1;1
e188ca057b6a59ed8ac1e2f9f9630408;1;1;1;1;1;1;1;1;1;1;10;1;1
65d91afd6d190c5dfccd0c4b2faa7f76;1;1;1;1;1;1;1;1;1;1;10;1;1
c433ffd7b11f3871d538dde5ec0bd368;1;1;1;1;1;1;1;1;1;0;9;1;1
d7df8bb6076ac28fbaf6939e1e53fad9;1;1;1;1;1;1;1;1;1;1;10;1;1
53b2568fb9f2fb40aefb3d2a3d1896ba;1;1;1;1;1;1;1;1;1;1;10;1;1
70c4d5c030027ad6717effc742a99b4a;1;1;1;1;1;1;1;1;1;1;10;1;1
0f594997983db981f447a2ee5d640129;1;1;1;1;1;1;1;1;1;1;10;1;1
cd6021c427a01a9b64a94a987065f6e2;1;1;1;1;1;1;1;1;1;1;10;1;1
5185e2624d619013ab9c3623d25672a3;1;1;1;1;1;1;1;1;1;0;9;1;1
b76de9f293794dcf0acad1112d8a4081;1;1;1;1;1;1;1;1;1;1;10;1;1
181423851d911f99a69fc5cfaf000e2e;1;1;1;1;1;1;1;1;1;1;10;1;1
2df794f25c40f2dfd98e87a958d0be1e;1;1;1;1;1;1;1;1;1;1;10;1;1
fcee472fa8ef3f48fb73d445eb579bf6;1;1;1;1;1;1;1;1;1;1;10;1;1
cd50a4284e86c32cefc000be565f667b;1;1;1;1;1;1;1;1;1;1;10;1;1
c11a978107b9c9eb837c007c0b755193;0;0;0;1;1;1;0;0;0;0;3;1;1
f2a45dd3bf1205ff6053bbdd90665946;1;1;1;1;1;1;1;1;1;1;10;1;1
034a52fc02e9c56763a18719835a5320;0;1;1;1;1;1;1;1;1;1;9;1;1
7e62c5ed8c54d09ab424814681b2384f;1;1;1;1;1;1;1;1;1;1;10;1;1
b2772719d63317c9c1ce101c26df5d6e;1;1;1;1;1;1;1;1;1;1;10;1;1
e60179e34a62b8d6df5348d633d833c5;1;1;1;0;0;1;1;1;1;1;8;1;1
a09e69ee3581d5a21e7d03bb9358ce6a;1;1;1;1;1;1;1;1;1;1;10;1;1
fea07e42d70522337c7950755ab8de65;0;1;1;1;1;1;1;1;1;1;9;1;1
a2b87a4a3003e5ed0ffda11d47ea80ad;1;1;1;1;1;1;1;1;0;1;9;1;1
21b0046636daddfce9783069500a99d2;1;1;1;1;1;1;1;1;1;1;10;0;1
53f4a4e5307358462fe5fc31184a038f;1;1;1;1;1;1;1;1;1;1;10;1;1
76e2b77b8945a9d50034405c520fad02;1;1;1;1;1;1;1;1;1;1;10;1;1
f6e19104e5ed3c54df87b72849134b60;0;0;1;1;1;1;1;1;0;0;6;1;1
cb09fded55e0fb3106e8a1e167b9a205;1;1;1;1;1;1;1;1;1;1;10;1;1
ab56ad172a0bbb66aeff5c8d18aadc53;1;1;1;1;1;1;1;1;1;1;10;1;1
876058ed872e0d9ac88242ec19a19a1d;1;1;1;1;1;1;1;1;1;1;10;1;1
2a01e9341cafcacd5ebf167e7b5ecfb8;1;1;1;1;1;1;1;1;1;1;10;1;1
38d1ceb47d57b396e0556db4230d05f7;1;1;1;1;1;1;1;1;1;1;10;1;1
6795aab1e031482475a3fa350f191e32;1;1;1;1;1;1;1;1;1;1;10;1;1
54ed09d0d2d9e1dee1e5ce915c754b22;1;1;1;1;1;1;1;1;1;1;10;1;1
f39696f5a42d2d53c17050bbfcc5154e;1;1;1;1;1;1;1;1;1;1;10;1;1
9cf27d3c9abce09f7d740d1d62054ee9;1;1;1;1;1;1;1;1;1;1;10;1;1
51e3866b7d82195b81c27f923a7a5de9;1;1;1;1;1;1;1;1;1;1;10;1;1
b6a8bd9f29a479b0ce5b4d5a4a090949;0;1;1;1;0;1;1;1;1;0;7;1;1
c8b67240a2ba78c073652a9956ce34c1;1;1;1;1;1;1;1;1;1;1;10;1;1
47786ed9c9bb765e3d19b4162ea17089;1;1;1;1;1;1;1;1;1;1;10;1;1
774d71b16cc7e591813182ddf4c6ec18;1;1;1;1;1;1;1;1;1;1;10;1;1
2e62393b05a4b94abebbe88c92847b0e;1;1;1;1;1;1;1;1;1;1;10;1;1
68ee59f932e6c609036437d1c052e884;1;1;1;1;1;1;1;1;1;1;10;1;1
d4120f1c0ff96e3ecb1ec7f8138cb847;1;1;1;1;1;1;1;1;1;1;10;1;1
24b3f9c4deeab1f04db1c5cbb1b57dba;1;1;1;1;1;1;1;1;1;0;9;1;1
d2dc63b336d24f2d8419589f1c516270;1;1;1;1;1;1;1;1;1;1;10;1;1
07856027c24626bafe27fab9dbe97e26;1;1;1;1;1;1;1;1;1;1;10;1;1
37184414d5c37a2f184ed62c047b258f;1;1;1;1;1;1;1;1;1;1;10;1;1
fdfaea829506251c9d574c2c82406abf;0;0;1;1;0;0;1;0;1;1;5;1;1
72f6d2e7695cbb193dd0c2feb017f627;1;1;1;1;1;1;1;1;1;1;10;1;1
e5a79557db6de3b133ca470ef223a656;0;0;0;1;1;1;1;1;1;0;6;1;1
5200161c1314dbde78ec7e5d57de3ec5;1;1;1;1;1;1;1;1;1;1;10;1;1
6ed18f8995d200c20dbfbc7d59e25edd;1;1;1;1;1;1;1;1;1;1;10;1;1
a95901fe4c5694369516e46bf7c8b577;1;1;1;1;1;1;1;1;1;1;10;1;1
05b054668913992e927075be1efc13e4;1;1;1;1;1;1;1;1;1;1;10;1;1
7f7e5031131f592b02e0afe5d61340cb;0;1;1;1;1;1;1;1;1;1;9;1;1
60e71411e8991513dad1f142399c9c3a;1;1;1;1;1;1;1;1;1;1;10;1;1
e466396cdd8c13b7d720b275e4c16b05;1;1;1;1;1;1;1;1;1;1;10;1;1
75b233343dba3bebace9ba47afb172c3;1;1;1;1;1;1;1;1;1;1;10;1;1
96be544435702043037ddad6334cbb89;1;1;1;1;1;1;1;1;1;1;10;1;1
4571b5120d7ce0d0834753d0485b53b0;1;1;1;1;1;1;1;1;1;1;10;1;1
6ae5b3ed0174f1ae431622ced5bcd531;1;1;1;1;1;1;1;1;1;1;10;1;1
eea953278a8584a2ddb1ddf4a10dabbf;1;1;1;1;1;1;1;1;1;1;10;1;1
725fc0d7a8e7b9e01a83111619744b6f;1;1;1;1;1;1;1;1;1;0;9;1;1
9945f0f42f645a9bf6b5b81dadb17adf;1;1;1;1;1;1;1;1;1;1;10;1;1
90d6f9b4cb6e1c113b26ba404ebe6c7b;1;1;1;1;1;1;1;1;1;1;10;1;1
71ff2eff4a0b3dad110e94adf1139c84;1;1;1;1;1;1;1;1;1;1;10;1;1
283d411540879a244b3444b90a44a141;1;1;1;1;1;1;1;1;1;1;10;1;1
19c1f741f33aca759a4b29b696b7116f;1;1;1;1;1;1;1;1;1;1;10;1;1
3b193396b18fbfcca64fb718a1e94d61;1;1;1;1;1;1;1;1;1;1;10;1;1
4ed7701c724bbca0d5ace8f2738c39c5;1;1;1;1;1;1;1;1;1;1;10;1;1
671076c208613fd6f01cf6ccf7df4938;1;1;1;1;1;1;1;1;1;1;10;1;1
2968feea18f8b80dd184794dd697ab33;1;1;1;1;1;1;1;1;1;1;10;1;1
29ef05a7b09d8ea9dff23a13a6845b21;1;1;1;1;1;1;1;1;1;0;9;1;1
a4c95ee17c345157e1594f77a1b522b3;1;1;1;1;1;1;1;1;1;1;10;1;1
ebaa0933f1f85936097461a56acb8e6e;0;0;1;1;1;1;0;1;1;1;7;1;1
f19e6a2e94a9e8df79bba2be0f615382;1;1;1;1;1;1;1;1;1;1;10;1;1
5768dd83eee3ab89dfc7f4a96421c4f7;1;1;0;1;1;1;1;1;1;1;9;1;1
9d156a4c57ca4c218a540eca9b0938ae;1;1;1;1;1;1;1;1;1;1;10;1;1
05e06166f7767f1c3d34ad3e4ab3009f;1;1;1;1;1;1;1;1;1;1;10;1;1
47799090d15858077ed6089388057577;1;1;1;1;1;1;1;1;1;1;10;1;1
89ebbc1ee8354b40737dbee5438a27e7;1;1;1;1;1;1;1;1;1;1;10;1;1
2111cc01553ff94bf3fbaf3d2976934e;1;1;1;1;1;1;1;1;1;1;10;1;1
fda5cec06b545da7b9d5a213a6570daf;1;1;1;1;1;1;1;1;1;1;10;1;1
543d8f5a488acff94bc01c9e74ec3786;1;1;1;1;1;1;1;1;1;1;10;1;1
e72506477317969211638830de3174d8;0;0;0;0;0;0;0;0;0;0;0;0;0
e76b7ea4c20bef59ca8154d2a6e76511;1;1;1;1;1;1;1;1;1;1;10;1;1
6da3f250c69c7540fc0b665bf26d9bb5;1;1;1;1;1;1;1;1;1;1;10;1;1
5eba5199c094b2d0a53be84f54621af0;1;1;1;1;1;1;1;1;1;1;10;1;1
d8a0ede0fcd30761f746596b82919aeb;1;1;1;1;1;1;1;1;1;1;10;0;1
0c6982e8d622d6550a6a170f1c0b9c49;1;1;1;1;1;1;1;1;1;1;10;1;1
5374f5726b55504df3568eb5f17927eb;1;1;1;1;1;1;1;1;1;1;10;1;1
3d9642d41e5bc006fb6b565dadbb4369;1;1;1;1;1;1;1;1;1;1;10;1;1
0a58823cf240ad64edd991a378a3190d;1;1;1;1;1;1;1;1;1;1;10;1;1
d3c24fb6f54fe8fef9b7b0204fa5ca88;1;1;1;1;1;1;1;1;1;1;10;1;1
0e122979fab96e859fa6d74369b20bad;1;1;1;1;1;1;1;1;1;1;10;1;1
250628e97d9c883b77ff9ef0b1b7c571;1;1;1;1;1;1;1;1;1;1;10;1;1
5cb49cc59ff578757103e1135909b61b;1;1;1;1;1;1;1;1;1;1;10;1;1
44e580df6cc98551d69220f7e3201684;1;1;1;1;1;1;1;1;1;1;10;1;1
b185c3caa1d512875a945f80df8bfa18;1;1;1;1;1;1;1;1;1;1;10;1;1
dbbac19cfd01ab4e759500a13168a30b;1;1;1;1;1;1;1;1;1;1;10;1;1
5db757b5513e230d3e64206a6973eca1;1;1;1;1;1;1;1;1;1;1;10;1;1
a9ffa6ba253b207357c4cfa9ba07273e;1;1;1;1;1;1;1;1;1;1;10;1;1
be5ac286213638bced9007297cb2b810;1;1;1;1;1;1;1;1;1;1;10;1;1
08d9da4f665d90ed399b7076c077c276;1;1;1;1;1;1;1;1;1;1;10;1;1
a25c4a2a838811521034e121d502ed72;1;1;1;1;1;1;1;1;1;1;10;1;1
62c080a8e9a46c40827ccf560a7ff489;1;1;1;1;1;1;1;1;1;1;10;1;1
2427396448727bc80a428ea0af692d6c;1;1;1;1;1;1;1;1;1;1;10;1;1
bb876e1663b0291cd8464642c55aaaa7;1;1;1;1;1;1;1;1;1;1;10;1;1
d52f9501a7bba06b6ec605bd25044f89;1;1;1;1;1;1;1;1;1;1;10;1;1
2c4badcf417f3eb10daa56faf8931e51;1;1;1;1;1;1;1;1;1;1;10;1;1
834cff3f1c76173eac93288a912a059c;1;1;1;1;1;1;1;0;1;1;9;1;1
359f0f7c466bec1b47dc18426c2fb489;1;1;1;1;1;1;1;1;1;1;10;1;1
801b2019d58f05ea3667603d3f2ff822;1;1;1;1;1;1;1;1;1;1;10;0;1
e36b6152be03bd34543c052611d5a853;1;1;1;1;1;0;1;1;1;0;8;1;1
4d97d0e5c78b79da3bea11d445b29cf2;0;0;0;1;1;1;1;1;0;0;5;1;1
552fd40f6b8bc76c5d9d33e5263446e2;0;0;1;1;1;1;1;0;1;0;6;1;1
dfc146122e77c53d9d673b3a66aa6fb7;1;1;1;1;1;1;1;1;1;1;10;1;1
d6f666e9318dcd987194971a8c039df7;1;1;1;1;1;1;1;1;1;1;10;1;1
361a036943fa4bc0c43bbccff3bfb980;1;1;1;1;1;1;1;1;1;1;10;1;1
380039141e1a1ef34460e36bf1de651c;1;1;1;1;1;1;1;1;1;1;10;1;1
caf7b18678cc5f10487ee65f63594d46;1;1;1;1;1;1;1;1;1;1;10;1;1
0379cdc9b4249704507be3f038b69b6b;1;1;1;1;1;1;1;1;1;1;10;1;1
e85e219027fa10e3c5e47dc144a0ea80;1;1;1;1;1;1;1;1;1;1;10;1;1
5caa682223a2b0d3f4b23f7f9e87e391;1;1;1;1;1;1;1;1;1;1;10;1;1
fbb0d5ea5feeff5e7fc94e49f821b772;0;1;1;0;1;0;1;1;0;1;6;1;1
5e2115f3658e4b315a86eae9c149ef03;0;1;1;1;1;1;1;1;1;1;9;1;1
5e6dbf9a72d11baea82e8a72d7dc04b7;1;1;1;1;1;1;1;1;1;1;10;1;1
f55f518fa8cb7b05457c96f09003d101;1;1;1;1;1;1;1;1;1;1;10;1;1
d3670baf7b70a0b46814c64cf17b01ea;1;1;1;1;1;1;1;1;1;1;10;1;1
43cf5f9119cdd4c25d054bd50a6cbd45;1;1;1;1;1;1;1;1;1;1;10;1;1
0f6bbba053882edb6937f4f255ad9c15;1;1;1;1;1;1;1;1;1;1;10;1;1
c7ba6b68536b16c009df3b0ef3299461;1;1;1;1;1;1;1;1;1;1;10;1;1
299f3b5084d088b24386783866182fdb;0;0;1;1;1;0;1;1;1;1;7;1;1
6155cb35baa6059d7378353eaf4bb4e9;1;1;1;1;1;1;1;1;1;1;10;1;1
c11b27c6f98b9d50f8a0f6e44e954445;1;1;1;1;1;1;1;1;1;0;9;1;1
22f95c1d11ca74e06ae6007ec219e53e;1;1;1;1;1;1;1;1;1;1;10;1;1
c00258206dd4751468026804e8d1afe2;1;1;1;1;1;1;1;1;1;1;10;1;1
593a31d28da5b25a2bc519001df14bec;1;1;1;1;1;1;1;1;1;1;10;1;1
c083d839588bb3d86cbd764d330a375f;1;1;1;1;0;1;1;1;1;0;8;1;1
771d6920c81e63c41104ceb4b31b3d95;1;1;1;1;1;1;1;1;1;1;10;1;1
5754534eda26fd7f7595d0494e827794;0;0;1;1;1;1;1;1;1;0;7;1;1
9afdd5cf53a81c7e0947d616b28992d9;1;1;1;1;1;1;1;1;1;1;10;1;1
6ba7141682d990206505fc29ef16a43b;0;0;1;1;1;1;1;1;1;0;7;1;1
d6b2ee3825a9869e0588e361c5fa004d;1;1;1;1;1;1;1;1;1;1;10;0;1
4ae2e5156253fbeed2c6f13a066c98a1;1;1;1;1;1;1;1;1;1;1;10;1;1
2f7662f8dab77aaab2a1b61bb7baaca5;1;1;1;1;0;1;1;1;1;0;8;1;1
30248c6f54a8306966cc377169c80b85;1;1;1;1;1;1;1;1;1;1;10;1;1
3dcb42c5e7545c629c30d501feb908d5;1;1;1;1;1;1;1;1;1;1;10;1;1
645d06d25632026153b332059f56cda5;1;1;1;1;1;1;1;1;1;1;10;0;1
35e0ebd3248f43510ad7f111996ccf7d;1;1;1;1;1;1;1;1;1;1;10;1;1
36fcc55ace089999813c7fb7e78b7f28;1;1;1;1;1;1;1;0;1;1;9;0;1
772e8bc6862c8320e9bcd0d66422aa9a;1;1;1;1;1;1;1;1;1;1;10;0;1
f674e1f07bf2e178e10f7dc61bfcdaf1;1;1;1;1;1;1;1;1;1;1;10;1;1
439cf18f10d9b7daa2dcdd921af10999;1;1;1;1;1;1;1;1;1;1;10;1;1
01cc5dc7f45de109173e3a272f458c8e;1;1;1;1;1;1;1;1;1;1;10;1;1
af0ac6f459964d894275c1490a9652e5;1;1;1;1;1;1;1;1;1;1;10;1;1
c0872af8c0f5d7d044bd9ac8a99b34c2;1;1;1;1;1;1;1;1;1;1;10;1;1
551e88cd6543eb02745b93b938d1a432;1;1;1;1;1;1;1;1;0;0;8;1;1
ab549c58842eb9541018e92339adb406;0;1;1;1;1;1;1;1;1;0;8;1;1
5d9719175e0d6962872c124a994e5ee1;0;0;0;1;1;1;1;0;1;0;5;1;1
8434585cc3a348506cbfa2dac9ede611;1;1;1;1;1;1;1;1;1;1;10;1;1
23f023551ff47d2a2cc26427225f93ff;1;1;1;1;1;1;1;1;1;1;10;1;1
dd79237cbc135310703da78615dfc46e;1;1;1;1;1;1;1;1;1;1;10;1;1
1fd8f1a936f5a425ab3276fef121ad04;1;1;1;1;1;1;1;1;1;1;10;1;1
7add9968baaf7cb59d4de5a1d3e5baf7;1;1;1;1;1;1;1;1;1;1;10;1;1
5528cd078d8be65ac3a2fef4698e17b6;1;1;1;1;1;1;1;1;1;1;10;1;1
d568497ee867fe6ec10b4b14c71dd779;0;0;0;1;1;0;0;1;0;0;3;1;1
3349ba62142880bbe6e35dd4a9be5981;1;1;1;1;1;1;1;1;1;1;10;1;1
85e5d033dd4d58642fcfd8894405191e;1;1;1;1;1;1;1;1;1;1;10;0;1
673de3e057211724bbb7d641855bb3c3;0;0;0;1;1;1;1;1;1;0;6;1;1
5937080b11770535042518a8d345b96c;1;1;1;1;1;1;1;1;1;1;10;1;1
97cf6d37db102cc28670d8ad004ebff8;1;1;1;1;1;1;1;1;0;0;8;1;1
f38d9b74c3608660961b92448d249323;1;1;1;1;1;1;1;1;1;1;10;1;1
d08c9e7a5cc2c9bd0c593463b521f793;1;1;1;1;1;1;1;1;1;1;10;1;1
269b3771f557dd8baf50335ab7165d81;1;1;1;1;1;1;1;1;1;0;9;1;1
bb355349ab713dbf6223c9f492a8f031;1;1;1;1;1;1;1;1;1;1;10;1;1
20055a09ee8385ba838789bb0efa6e29;1;1;1;1;1;1;1;1;1;1;10;1;1
85c84cda470fa3af7c42299cb9e5b6ed;1;1;1;1;1;1;1;1;1;1;10;1;1
08e759dbea723644aa0a83897773a90b;1;1;1;1;1;1;1;1;1;1;10;1;1
037600b072200d985da3a1c85726b497;1;1;1;1;1;1;1;1;1;0;9;1;1
43f7d11bdf7a14a065f4958e0ff1bb2d;1;1;1;1;1;1;1;1;1;1;10;1;1
aaf111d1f2bc53b6df7a8103f91d968e;1;1;1;1;1;1;1;1;1;1;10;1;1
93ebc27be6576b8c23bc32d016b115c1;1;1;1;1;1;1;1;1;1;1;10;1;1
5db43d0ba9e8c968e0c05d0a0df3c911;1;1;1;1;1;1;1;1;1;1;10;1;1
716722c4d82d6410b43eda02db859426;1;1;1;1;1;1;1;1;1;1;10;1;1
48ed954c3f04694191ea38af16b0b596;1;1;1;1;1;1;1;1;1;1;10;1;1
9772bfd9939464ded4f9a3fe472d9d0e;1;1;1;1;1;1;1;1;1;1;10;1;1
643f996e34f83f00954663f0f9f15b39;1;1;1;1;1;1;1;1;1;1;10;1;1
e22f30c3df0266bd62a9197da34b1ee4;1;1;1;1;1;1;1;1;1;1;10;1;1
e596adfd279dd33625ee62612cd436e3;1;1;1;1;1;1;1;1;1;1;10;1;1
730cb7f22d849482805ba954d236dabc;1;1;1;1;1;1;1;1;0;1;9;1;1
756b78dd37760561d83d42afa30e4bae;1;1;1;1;1;1;1;1;1;1;10;1;1
26cb5d0d5d62af02e200f40f45a88f7d;1;1;1;1;1;1;1;1;1;1;10;1;1
22997b8feb197ffc197b427c00c28f14;0;0;0;1;1;0;0;0;1;0;3;1;1
afa3323a3f7f13fbe268ac475a2825e5;1;1;1;1;1;1;1;1;1;1;10;1;1
3d187c3202b86344a7bbdcb636504c6b;1;1;1;1;1;1;1;1;1;1;10;1;1
19e9e700fdbb719235551348fbbced20;0;0;0;1;1;1;0;1;0;0;4;1;1
85c484a87bdd15963b55f501f25ebc6f;1;1;1;1;1;1;1;1;1;1;10;1;1
e7ec8e8f8b795c049fdaab0ea0b3efc0;1;1;1;1;1;1;1;1;1;1;10;1;1
c705b518d1ca69c0443f2f5eb0e655a2;1;1;1;1;1;1;1;1;1;1;10;1;1
b60c3fe07b3d9b5c85124c55cc02bdc1;1;1;1;1;1;1;1;1;1;1;10;1;1
